CODIGO	FUENTE	PROV	DPTO	DIST	X	Y
9701015	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.036037977	-8.127034079
9702174	WBS					
9702311	API	AREQUIPA	AREQUIPA	CAYMA	-71.541030787	-16.3402865
9700860	WBS					
9702284	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.018328498	-8.122445709
9700210	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.003564396	-8.101523442
9701877	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.55673375	-16.323082
9700176	WBS				-78.999464572	-8.083741124
9701222	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.002585986	-8.094768708
9701086	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.039441688	-8.087894891
9701724	API	AREQUIPA	AREQUIPA	UCHUMAYO	-71.614817938	-16.4517835
9700726	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.542950948	-16.390776574
9700886	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.562406404	-16.37680353
9700658	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.033040978	-8.110002171
9701436	WBS				-71.508660936	-16.401476276
9701260	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.518769331	-16.442873
9701883	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.49340317	-16.42416883
9700493	API	CAMANA	AREQUIPA	CAMANA	-72.709715034	-16.621453104
9701303	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.514902544	-16.430284
9700399	API	AREQUIPA	AREQUIPA	CAYMA	-71.53886561	-16.330214
9700870	API	AREQUIPA	AREQUIPA	SOCABAYA	-71.534881114	-16.446363035
9702157	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.519156528	-16.404187331
9702341	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.481813626	-16.409176742
9700436	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.522445284	-16.394720931
9700730	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.040874443	-8.103704499
9701459	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.006345307	-8.097305754
9700512	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.513630582	-16.406815517
9700671	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.547551486	-16.393065
9701638	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.505857281	-16.416717242
9700249	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.008647338	-8.100000965
9700562	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.026025434	-8.111471016
9701072	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.53953361	-16.408484273
9702377	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.028070549	-8.116278087
9701394	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.533904389	-16.39818394
9701746	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.51282069	-16.406996459
9700169	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.563075607	-16.353203068
9701601	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.499924434	-16.409242732
9702846	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.05143937	-8.100513665
9701486	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.031489188	-8.112313784
9700345	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.038382319	-8.0912645
9700587	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.586772886	-16.3331755
9701248	API	AREQUIPA	AREQUIPA	SOCABAYA		
9700198	API	ISLAY	AREQUIPA	MOLLENDO		
9701663	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.499560505	-16.370875
9702139	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.039306827	-8.10422234
9700365	WBS				-79.03204982	-8.126371
9700764	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.539177671	-16.406829481
9700814	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.007381631	-8.098799539
9700553	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.001832796	-8.0881555
9702162	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.027000133	-8.101141254
9700372	WBS				-71.52059084	-16.397546001
9701906	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.000187458	-8.091506922
9701624	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.034076428	-8.120048673
9702340	API	AREQUIPA	AREQUIPA	SOCABAYA	-71.530630229	-16.450836474
9701637	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.568146705	-16.375233119
9701440	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.561574396	-16.437667
9701097	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.047004434	-8.121558148
9700085	API	AREQUIPA	AREQUIPA	HUNTER	-71.551255758	-16.447749192
9700566	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.01348327	-8.108440869
9701432	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.532856307	-16.404091487
9702189	API	CAYLLOMA	AREQUIPA	CAYLLOMA	-71.7726	-15.1875
9700541	WBS				-79.037082814	-8.093508473
9701007	API	AREQUIPA	AREQUIPA	HUNTER	-71.554386778	-16.439032564
9702726	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.513792073	-16.4132439
9702075	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.014660321	-8.0923975
9701411	API	CASTILLA	AREQUIPA	AYO	-72.2719	-15.683
9700431	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.512007204	-16.382743817
9700235	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.046044717	-8.119717
9700073	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.534777925	-16.398136899
9701442	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.045724005	-8.1236655
9702762	API	ISLAY	AREQUIPA	MOLLENDO	-72.015236445	-17.02916779
9700010	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.566333674	-16.354682806
9700789	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.02078431	-8.111705131
9700036	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.520085979	-16.392511725
9700988	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.042792065	-8.097133392
9700254	WBS					
9702212	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.045133937	-8.0943775
9701180	WBS				-71.559767635	-16.439229353
9701685	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.535341851	-16.4174005
9701935	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.52380589	-16.4317515
9700705	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.033136535	-8.116516267
9701023	WBS				-79.022841719	-8.112449308
9701807	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.568850909	-16.375229957
9700395	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.035487534	-8.117475013
9700726	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.010365011	-8.105730881
9700722	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.51371037	-16.37176008
9700038	API	ISLAY	AREQUIPA	DEAN VALDIVIA	-71.8226	-17.1464
9701124	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.54412762	-16.418807218
9700129	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.013709929	-8.099228286
9702151	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.517380202	-16.390492533
9700962	WBS					
9700838	API	CARAVELI	AREQUIPA	JAQUI	-74.4413	-15.4774
9700227	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.49953008	-16.40481281
9702268	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.007943739	-8.112746744
9701883	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.493343724	-16.38869
9700722	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.527302064	-16.434259383
9700606	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.529515131	-16.4140025
9700061	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.018078636	-8.113979539
9700593	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.522288415	-16.433205
9701424	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.018575803	-8.101958354
9701938	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.548338583	-16.394199
9700321	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.574054513	-16.348784338
9701250	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.534602236	-16.402481256
9701497	API	AREQUIPA	AREQUIPA	SOCABAYA	-71.518493854	-16.457870042
9700717	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.537941144	-16.399765147
9702281	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.527919894	-16.367277684
9700290	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.504583819	-16.39902863
9701091	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.518429912	-16.40389014
9700160	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.002869813	-8.108078104
9700506	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.51600214	-16.387684376
9703049	API	AREQUIPA	AREQUIPA	CAYMA	-71.549025674	-16.3804985
9701332	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.492917295	-16.419650565
9700306	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.029368163	-8.100465432
9700677	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.020532073	-8.117590326
9700295	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.539693329	-16.403701171
9701098	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.039667891	-8.101769822
9701371	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.530021543	-16.3659415
9700706	WBS					
9701635	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.016201811	-8.11116944
9700451	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.558101716	-16.396164
9701466	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.00980521	-8.100984906
9700596	WBS				-71.480492602	-16.408710064
9700789	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.545521698	-16.390657859
9701296	API	AREQUIPA	AREQUIPA	SACHACA	-71.57675578	-16.41355639
9701179	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.514256576	-16.414046223
9700701	API	ISLAY	AREQUIPA	MOLLENDO	-72.015815444	-17.015051497
9701102	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.015947462	-8.098654342
9701273	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.024055744	-8.119078443
9701505	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.514149762	-16.443825521
9700283	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.040792843	-8.104683092
9700347	API	AREQUIPA	AREQUIPA	SOCABAYA	-71.536636503	-16.452475883
9701856	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.02064896	-8.119008052
9700511	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.02280659	-8.107724538
9701372	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.49956751	-16.42276622
9701218	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.030024818	-8.126214
9701873	API	CAYLLOMA	AREQUIPA	CAYLLOMA	-71.7726	-15.1875
9701985	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.515037429	-16.373036791
9702430	WBS					
9702117	WBS				-79.033240221	-8.118960251
9700808	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.53294627	-16.394811892
9701851	API	ISLAY	AREQUIPA	COCACHACRA	-71.7706	-17.0918
9701790	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.534538507	-16.397209344
9700026	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-78.992693599	-8.08677511
9702504	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.035353915	-8.122998493
9701027	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.528398089	-16.430810371
9701984	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.518562871	-16.396813514
9700038	API	AREQUIPA	AREQUIPA	HUNTER	-71.557384497	-16.439330822
9702363	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.569767586	-16.352419663
9700478	WBS				-71.528801803	-16.401338045
9701021	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.016298216	-8.112165552
9702304	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.523489864	-16.395798603
9703001	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.500322066	-16.413536672
9701116	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.491708455	-16.403093739
9700482	WBS					
9701888	API	AREQUIPA	AREQUIPA	HUNTER	-71.555360749	-16.440659748
9701916	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.013081939	-8.085382716
9700473	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.039218319	-8.110249142
9702391	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.524926587	-16.395706004
9700572	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.523587958	-16.426921
9700133	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.512932657	-16.3800655
9703036	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.012150457	-8.105435829
9701788	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.022357961	-8.090065988
9700704	API	CASTILLA	AREQUIPA	APLAO	-72.4926	-16.0761
9702766	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.539956825	-16.387389456
9700499	WBS					
9702208	WBS				-77.4757	-8.02076
9700839	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.050461659	-8.099467889
9701827	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.516104311	-16.4213925
9700418	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.023041263	-8.111475341
9701142	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.496935302	-16.400819255
9702223	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.50819182	-16.41006661
9701787	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.51576817	-16.36068873
9702778	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.531192793	-16.430609028
9700197	API	AREQUIPA	AREQUIPA	CAYMA	-71.546699593	-16.390171451
9700310	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.519422948	-16.374201
9702309	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.025196782	-8.11398116
9700679	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.535908868	-16.400629416
9701003	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.543300547	-16.425981069
9700669	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.497312849	-16.421291016
9701517	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.010231343	-8.109584725
9700978	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.03991321	-8.1122715
9700992	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.544205214	-16.389466594
9702016	API	AREQUIPA	AREQUIPA	HUNTER	-71.55784824	-16.446030493
9702554	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.028667718	-8.123271
9702267	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.038966618	-8.118787128
9700725	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.036289189	-8.093152192
9701625	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.552652067	-16.400547
9700889	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.003716921	-8.094656925
9700162	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.009684709	-8.106758319
9700466	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.542470749	-16.413365035
9700596	API	CASTILLA	AREQUIPA	CHACHAS	-72.2694	-15.4991
9700239	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.563325752	-16.366843
9702271	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.043477356	-8.092273365
9701523	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.02802911	-8.115152629
9700708	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.5204613	-16.415504
9700121	WBS					
9701478	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.52765853	-16.387675561
9701060	API	CAMANA	AREQUIPA	CAMANA	-72.711624026	-16.620559
9700716	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.583493554	-16.397374091
9702360	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.52219366	-16.4078405
9702099	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.489651671	-16.4228175
9700856	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.526779158	-16.401400592
9701597	API	AREQUIPA	AREQUIPA	UCHUMAYO	-71.612204	-16.45221233
9701246	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.515648305	-16.403453497
9700353	WBS					
9700189	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.529066087	-16.402905915
9702517	WBS				-71.534555681	-16.396764526
9701908	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.548338583	-16.394199
9700714	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.51037825	-16.40951002
9701206	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.037535002	-8.106890657
9702290	API	AREQUIPA	AREQUIPA	SACHACA	-71.554998829	-16.407493
9700491	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.5338362	-16.39323212
9702250	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.		
9702257	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.040104382	-8.098842972
9702109	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.532030928	-16.394517072
9702388	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.045165757	-8.134881598
9700457	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.008439157	-8.104434962
9700749	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.532947758	-16.424312631
9701689	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.01417643	-8.099737611
9701930	API	AREQUIPA	AREQUIPA	TIABAYA	-71.590504663	-16.449308847
9701672	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.021684791	-8.117052599
9700515	API	CAYLLOMA	AREQUIPA	MAJES	-72.186467533	-16.3438145
9702091	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.549055961	-16.3970995
9700474	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.536331006	-16.399544566
9700212	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.5410923	-16.414002302
9702439	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.574563954	-16.3303685
9700465	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.505238833	-16.3687135
9700122	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.54101959	-16.40679717
9702443	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.556129987	-16.373761
9700927	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.534112153	-16.402350297
9700053	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.520926021	-16.362368568
9702341	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.016529196	-8.10194356
9700729	API	CAYLLOMA	AREQUIPA	MAJES	-72.189510331	-16.35383005
9700272	API	AREQUIPA	AREQUIPA	TIABAYA	-71.598245151	-16.4382526
9702111	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.004190488	-8.090789055
9700535	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.014908464	-8.087432337
9701517	WBS				-71.515140078	-16.400761502
9701804	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.549885795	-16.409934003
9701079	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.529366576	-16.4203755
9701059	WBS				-71.533134884	-16.399496147
9701301	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.019995525	-8.127134769
9700118	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.017720551	-8.095905198
9701307	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.003169491	-8.096649929
9700404	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.52023842	-16.397090007
9702237	WBS					
9701903	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.018447424	-8.123433
9702071	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.008773243	-8.098583938
9700733	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.519111881	-16.3891085
9701836	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.505486193	-16.408217595
9700086	WBS					
9703219	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.016789242	-8.102194161
9702015	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.01948788	-8.115133727
9702148	WBS					
9701759	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.018450326	-8.105365174
9700934	API	AREQUIPA	AREQUIPA	CAYMA	-71.546713813	-16.358209987
9702108	WBS				-71.5313193	-16.40182226
9701982	WBS				-71.535386555	-16.399885569
9701621	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.039619686	-8.121283082
9701551	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.510363587	-16.430767
9700037	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.524801672	-16.442716243
9701882	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.014294645	-8.12256
9701215	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.538332207	-16.406612525
9701823	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.489952513	-16.414770253
9701405	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.509497175	-16.418505534
9703004	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.508970507	-16.408178545
9702064	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.048218836	-8.1348275
9700480	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.52737573	-16.373131717
9700780	API	CAMANA	AREQUIPA	CAMANA	-72.735899113	-16.61914188
9701240	API	CARAVELI	AREQUIPA	CHALA	-74.2459	-15.8651
9701039	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.035353915	-8.122998493
9701253	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.031039232	-8.100695213
9701953	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.514732221	-16.383999354
9702384	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.006685296	-8.104344818
9701320	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.495172262	-16.3981505
9700295	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.539501721	-16.398246193
9702196	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.55714268	-16.37599628
9701615	WBS					
9700741	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.522033161	-16.396783818
9700590	WBS				-71.526772806	-16.399075607
9700332	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.04144817	-8.107258
9700740	API	CASTILLA	AREQUIPA	ORCOPAMPA	-72.3405	-15.2656
9700008	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.52341721	-16.391443053
9701035	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.515292392	-16.414207843
9702050	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.516761079	-16.390859326
9700497	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.022191561	-8.0989145
9700075	API	AREQUIPA	AREQUIPA	MIRAFLORES	-71.517053451	-16.399342817
9701970	WBS				-71.536769188	-16.393010567
9700367	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.586772886	-16.3331755
9701133	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.541138303	-16.402956969
9700910	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.504913154	-16.405408175
9702894	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.526685901	-16.448628871
9703229	API	AREQUIPA	AREQUIPA	CAYMA	-71.553700895	-16.3785515
9701892	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.55693135	-16.379936469
9701335	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.048764399	-8.140677235
9701620	WBS					
9700298	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.518042432	-16.435544
9701277	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.02103925	-8.103497283
9700088	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.506935014	-16.415638622
9701742	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.529425546	-16.378977
9700354	API	CAYLLOMA	AREQUIPA	MAJES	-72.190514348	-16.360865224
9700026	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.012252339	-8.107603457
9701067	API	CAMANA	AREQUIPA	SAMUEL PASTOR	-72.702103854	-16.602408323
9700867	WBS					
9701531	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.044041814	-8.101614822
9700994	WBS				-79.002945971	-8.085362115
9700609	API	AREQUIPA	AREQUIPA	CERRO COLORADO	-71.573074212	-16.385918615
9700629	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.		
9700580	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.53262021	-16.39982458
9700324	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.04087764	-8.122136
9701131	API	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE	-71.524126396	-16.383056388
9701144	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.020464812	-8.100225393
9701901	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.50242917	-16.4058043
9702095	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.533392064	-16.409108365
9700137	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.032323857	-8.129455
9700735	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.044286556	-8.121222
9701123	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.047105268	-8.129265
9700536	API	AREQUIPA	AREQUIPA	YANAHUARA	-71.540911928	-16.386036343
9700873	API	AREQUIPA	AREQUIPA	JOSE BUSTAMANTE Y R.	-71.519231241	-16.4287255
9700201	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.0426883	-8.099341
9702031	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.539636835	-16.397419835
9701140	API	AREQUIPA	AREQUIPA	STA.RITA DE SIGUAS	-72.087148958	-16.494407
9702667	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.49482029	-16.42762192
9700298	API	AREQUIPA	AREQUIPA	MARIANO MELGAR	-71.508603144	-16.408439928
9701152	API	AREQUIPA	AREQUIPA	PAUCARPATA	-71.51245768	-16.4231965
9701755	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.022447759	-8.103685096
9700242	API	AREQUIPA	AREQUIPA	SOCABAYA	-71.529109678	-16.44280806
9702831	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.017359098	-8.119485035
9702851	API	TRUJILLO	LA LIBERTAD	TRUJILLO	-79.027306253	-8.11115658
9701343	API	AREQUIPA	AREQUIPA	AREQUIPA	-71.539967464	-16.411893914
